shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
20160011,34.9192328326393,33.6378563423021,0
20160011,34.919611719073,33.637826430491,1
20160011,34.9196417567632,33.6372573784602,2
20160011,34.9196515200205,33.6371151328024,3
20160011,34.9196898831572,33.6366775179086,4
20160011,34.9190862027712,33.6365852741628,5
20160011,34.9189779987249,33.6365844386528,6
20160011,34.9176435393402,33.6365631873256,7
20160011,34.9175746703626,33.6359386478707,8
20160011,34.9177982319996,33.6345719305019,9
20160011,34.9178725396794,33.6341564957337,10
20160011,34.9178559906744,33.6338717323264,11
20160011,34.9177873930807,33.6331924578071,12
20160011,34.9176678789575,33.6318997326875,13
20160011,34.9175409242765,33.630300424194,14
20160011,34.9175317369122,33.6303331964646,15
20160011,34.9172612831791,33.6303201812984,16
20160011,34.9168927208879,33.6300984152676,17
20160011,34.9174361818621,33.6296318265481,18
20160011,34.9172152342119,33.6287652897757,19
20160011,34.9169942237605,33.6279097045623,20
20160011,34.9166581881691,33.626626300918,21
20160011,34.9165788407963,33.6262753817459,22
20160011,34.9164814583495,33.6259243263278,23
20160011,34.9163047244378,33.6252223546895,24
20160011,34.9163332958514,33.6249269929721,25
20160011,34.9166795438318,33.6242289841708,26
20160011,34.9168344636667,33.6239126820632,27
20160011,34.9169346625124,33.6237163865933,28
20160011,34.9170170516553,33.6234761662019,29
20160011,34.9173647497361,33.6224935218147,30
20160011,34.9174287660665,33.6223188452382,31
20160011,34.9176301106581,33.62174014637,32
20160011,34.9179230214893,33.6208884455074,33
20160011,34.9182066300678,33.6200914066,34
20160011,34.9184165346599,33.6196003421212,35
20160011,34.9187261265983,33.6190114947152,36
20160011,34.9187625850732,33.6189351347389,37
20160011,34.918798987748,33.6188697219553,38
20160011,34.9191078519954,33.6184231839769,39
20160011,34.9193987362232,33.6179655601197,40
20160011,34.9196351827258,33.617573212023,41
20160011,34.9197447777862,33.617300337875,42
20160011,34.9200726705639,33.6166568699874,43
20160011,34.9201090720259,33.6165914551481,44
20160011,34.9201371228699,33.6163946034973,45
20160011,34.9200841865972,33.6161643028081,46
20160011,34.919869054176,33.6159108949401,47
20160011,34.9198332634498,33.6158558884526,48
20160011,34.919242574266,33.6149756566023,49
20160011,34.9191441623565,33.6148216543073,50
20160011,34.918687836042,33.6141176005057,51
20160011,34.918625214622,33.6140186051056,52
20160011,34.9185894783249,33.6139526530218,53
20160011,34.9184109068482,33.6136009990158,54
20160011,34.9182234277774,33.6132273850603,55
20160011,34.9178938823939,33.6124148142253,56
20160011,34.9176280568389,33.6114822997312,57
20160011,34.9174179209934,33.6102327260579,58
20160011,34.9173134522479,33.6094875236322,59
20160011,34.9174217117875,33.6094773764327,60
20160011,34.9177014051295,33.6094466014147,61
20160011,34.918008204509,33.6094050789826,62
20160011,34.9184773656853,33.6093538086696,63
20160011,34.9187660760071,33.6093230995359,64
20160011,34.9192352371001,33.6092718283502,65
20160011,34.9193254624924,33.6092615473926,66
20160011,34.9197759856388,33.6093305638004,67
20160011,34.919785441817,33.6092430511573,68
20160011,34.9201741311573,33.6072534114401,69
20160011,34.920386989313,33.606160189519,70
20160011,34.9204983597064,33.6055260294017,71
20160011,34.9206280333862,33.6048372621895,72
20160011,34.9206743717078,33.6045857995913,73
20160011,34.9207384713809,33.6043892066477,74
20160011,34.9208942106545,33.6038976899056,75
20160011,34.9211324602435,33.6031330752435,76
20160011,34.921565496355,33.6030924513099,77
20160011,34.9216982517261,33.6035970340133,78
20160011,34.9218396954594,33.6041673705609,79
20160011,34.9218750015247,33.6043209026968,80
20160011,34.9222995873356,33.6059771865966,81
20160011,34.922494302268,33.6067121459774,82
20160011,34.9239013445189,33.6066458638758,83
20160011,34.92392877825,33.6065694271975,84
20160011,34.9239650103933,33.6065368487025,85
20160011,34.9240372560731,33.6065154835535,86
20160011,34.9240822866647,33.6065267632888,87
20160011,34.9241451327448,33.6065819677245,88
20160011,34.9241628935609,33.6066368404289,89
20160011,34.9241715826408,33.6067025947867,90
20160011,34.924153220543,33.6067681500255,91
20160011,34.9241078619439,33.6068225580908,92
20160011,34.9240793889212,33.6071070065862,93
20160011,34.9240710081941,33.6087820480927,94
20160011,34.9240885485789,33.6088807131411,95
20160011,34.9241061437518,33.6089684302446,96
20160011,34.9241239034853,33.6090233034209,97
20160011,34.9241598070351,33.6090564138954,98
20160011,34.9242140739204,33.6090239696626,99
20160011,34.9242501969671,33.6090132881554,100
20160011,34.9243042992273,33.6090136878954,101
20160011,34.9243403125273,33.609024902406,102
20160011,34.9243941952834,33.6090690942503,103
20160011,34.9244480231402,33.6091242341835,104
20160011,34.9245106484541,33.6092232329869,105
20160011,34.9245372055154,33.6093219653092,106
20160011,34.9245277492358,33.609409482979,107
20160011,34.9245002588088,33.6094968672743,108
20160011,34.9244367550746,33.6095730367373,109
20160011,34.9243372380538,33.6096379912956,110
20160011,34.9242109994613,33.6096370576134,111
20160011,34.9239652314577,33.6100950715012,112
20160011,34.923737880879,33.6104765806877,113
20160011,34.923483312874,33.6108907309889,114
20160011,34.9233102823625,33.6112288454387,115
20160011,34.9232011966122,33.6114032088546,116
20160011,34.9230738561171,33.6116212293786,117
20160011,34.9230101857246,33.6117302393869,118
20160011,34.9229465152352,33.6118392492261,119
20160011,34.9228554075583,33.6120246927679,120
20160011,34.9228189533793,33.6121010596307,121
20160011,34.922926716639,33.6121894457033,122
20160011,34.9232959188103,33.6122907222347,123
20160011,34.9234309537234,33.6123355184859,124
20160011,34.9233197686087,33.6129258998687,125
20160011,34.9232970922596,33.6138453868134,126
20160011,34.9232959859308,33.6140643441734,127
20160011,34.9233105324869,33.6147541942773,128
20160011,34.9233095907404,33.6149403080327,129
20160011,34.923322856309,33.6158819592898,130
20160011,34.9233750157466,33.616265539121,131
20160011,34.9253890881361,33.6156346329192,132
20160011,34.9258501213624,33.6154081555477,133
20160011,34.926238740751,33.6152358785324,134
20160011,34.9262833823811,33.6153238011735,135
20160011,34.926480426085,33.6155880411001,136
20160011,34.9266062207124,33.615676570409,137
20160011,34.9267051306329,33.615732052935,138
20160011,34.9268669932581,33.6158208522064,139
20160011,34.9272808885617,33.615999125756,140
20160011,34.9277290188717,33.6165389697001,141
20160011,34.9286072379678,33.6176185400522,142
20160011,34.9289027398087,33.6180258684393,143
20160011,34.9290639321658,33.6182460581296,144
20160011,34.9291536566502,33.6183343236811,145
20160011,34.9294504938749,33.6184788891109,146
20160011,34.9297118759715,33.6185027490262,147
20160011,34.9298385600905,33.6184161066581,148
20160011,34.9298839238116,33.6183617013185,149
20160011,34.9303059742791,33.6151567499259,150
20160011,34.9302985090301,33.6148501163319,151
20160011,34.9302267052548,33.6147838853975,152
20160011,34.9301732678414,33.6146520964234,153
20160011,34.9301381412052,33.6144656982208,154
20160011,34.9301478226223,33.6143343801298,155
20160011,34.9301753719002,33.6142360427608,156
20160011,34.9302210104928,33.6141268909349,157
20160011,34.9303026617601,33.6140289565285,158
20160011,34.9304110873945,33.613985967523,159
20160011,34.9304742619039,33.6139754889803,160
20160011,34.9305643768324,33.6139871096311,161
20160011,34.9306273853506,33.6140094775968,162
20160011,34.930699244884,33.6140647593392,163
20160011,34.9307620320233,33.6141309228398,164
20160011,34.9308066190248,33.6142297986233,165
20160011,34.9308420781969,33.6143505050308,166
20160011,34.9310306605343,33.614505201254,167
20160011,34.9317420084277,33.6147075951759,168
20160011,34.9322189687212,33.6148972941319,169
20160011,34.9322909386481,33.6149306796099,170
20160011,34.9326229609136,33.6152506934204,171
20160011,34.9333497888629,33.6159568957862,172
20160011,34.9342475467359,33.6167410380814,173
20160011,34.9344629544498,33.6169397461573,174
20160011,34.9355313049882,33.6178675376385,175
20160011,34.9360699302118,33.6183424258336,176
20160011,34.9364562680684,33.618619075997,177
20160011,34.936878673275,33.6188959997175,178
20160011,34.9372745847806,33.6190632258553,179
20160011,34.9377875496523,33.6192641840465,180
20160011,34.9379255942631,33.6187177106785,181
20160011,34.9380405388063,33.6173935953359,182
20160011,34.9381460632267,33.616146057504,183
20160011,34.9381199006165,33.6159706578607,184
20160011,34.9386427206712,33.6160074179226,185
20160011,34.9389220814073,33.6160423579113,186
20160011,34.9389761279388,33.616053712432,187
20160011,34.9392642279865,33.6161434700966,188
20160011,34.9395523279478,33.6162332284035,189
20160011,34.9398845683234,33.6165094758011,190
20160011,34.9403874639381,33.6169184097943,191
20160011,34.940594743857,33.6169418632768,192
20160011,34.9408025798321,33.6168558150065,193
20160011,34.9413200501578,33.6161697976362,194
20160011,34.9413841132529,33.6159841152419,195
20160011,34.9413850570215,33.6157979606965,196
20160011,34.9412789060331,33.6153919924084,197
20160011,34.9411193721824,33.614843268192,198
20160011,34.9411026679841,33.614580328012,199
20160011,34.9410947587227,33.6143612561037,200
20160011,34.941206670927,33.6136283965349,201
20160011,34.9413094512238,33.612917368346,202
20160011,34.940823085002,33.6128042433894,203
20160011,34.940264251143,33.6127562840371,204
20160011,34.9400206813146,33.612776373274,205
20160011,34.9398041625163,33.6127966636304,206
20160011,34.9394168727454,33.6127061792992,207
20160011,34.9392368637861,33.612639138075,208
20160011,34.9389992170137,33.6132724920789,209
20160011,34.9389534685541,33.613403555844,210
20160011,34.9387522732759,33.6139605248016,211
20160011,34.9385418922842,33.6145502734228,212
20160011,34.9385055472656,33.6146047538016,213
20160011,34.9383510945214,33.6148335574074,214
20160011,34.9378706426838,33.6153336817054,215
20160011,34.9378349628341,33.6152567637335,216
20160011,34.9373783097726,33.6146182446988,217
20160011,34.9369843296284,33.6140678006088,218
20160011,34.9365993639275,33.613517428921,219
20160011,34.9365545553037,33.6134623450361,220
20160011,34.93608162539,33.6124733254855,221
20160011,34.9349410064758,33.6133517826032,222
20160011,34.9346551692349,33.6128131150847,223
20160011,34.9345033154829,33.6125272916445,224
20160011,34.9344867163865,33.6122424742777,225
20160011,34.9346145544434,33.611925880424,226
20160011,34.9350228563232,33.6114252202014,227
20160011,34.935095488412,33.6113272105465,228
20160011,34.9351408489961,33.6112727978286,229
20160011,34.9352688497374,33.6109233515396,230
20160011,34.9352249756902,33.6106821291428,231
20160011,34.9350998929213,33.6104512551817,232
20160011,34.9348497260379,33.6099895093513,233
20160011,34.9346251248898,33.6098235997349,234
20160011,34.9343999740038,33.6097671845468,235
20160011,34.9345018528864,33.6092313996765,236
20160011,34.9345202712611,33.6091548874402,237
