table_name,field_name,language,translation,record_id
routes,route_long_name,el,Σταθμός Λάρνακας - Αεροδρόμιο - Κίτι - Περβόλια,20000011
routes,route_long_name,el,Περβόλια- Κίτι-Αεροδρόμιο- Σταθμός Λάρνακας,20000012
routes,route_long_name,el,Λάρνακα,20000021
routes,route_long_name,el,Λάρνακα - Περβόλια,20000031
routes,route_long_name,el,ΠερΛαρ,20000032
routes,route_long_name,el,Σταθμός Λάρνακας - Αραδίππου,20010011
routes,route_long_name,el,Αραδίππου - Σταθμός Λάρνακας,20010012
routes,route_long_name,el,Σταθμός Λάρνακας- Βιομηχανική Περιοχή - Αραδίππου,20010021
routes,route_long_name,el,Αραδίππου- Βιομηχανική Περιοχή- Σταθμός Λάρνακας,20010022
routes,route_long_name,el,Σταθμός Λάρνακας - Μενεού -Δρομολαξιάς,20030011
routes,route_long_name,el,Δρομολοξιά - Μενεού -Αεροδρόμιο - Σταθμός Λάρνακας,20030012
routes,route_long_name,el,Σταθμός Λάρνακας - λιβάδια - Κελλιά - Τρούλλοι,20040011
routes,route_long_name,el,Τρούλλοι - Κελλιά - Λιβάδια - Σταθμός Λάρνακας,20040012
routes,route_long_name,el,Σταθμός Λάρνακας - Ορόκλινη,20050011
routes,route_long_name,el,Ορόκλινη - Σταθμός Λάρνακας,20050012
routes,route_long_name,el,Ορόκλινη - Σταθμός Λάρνακας,20050022
routes,route_long_name,el,Σταθμός Λάρνακας - Αεροδρόμιο- Δρομολαξιά-Κιτίου - Τερσεφάνου,20060011
routes,route_long_name,el,Τερσεφάνου - Κίτι - Δρομολαξιά - Αεροδρόμιο - Σταθμός Λάρνακας,20060012
routes,route_long_name,el,Σταθμός Λάρνακας - Καμάρες - Καλό Χωριό,20070011
routes,route_long_name,el,Καλό Χωριό - Καμάρες - Σταθμός Λάρνακας,20070012
routes,route_long_name,el,Σταθμός Λαρνακας (Λύκειο) - Καμάρες - Καλό Χωριό,20070021
routes,route_long_name,el,Καλό Χωριό - Καμάρες - Λύκειο - Σταθμός Λάρνακας,20070022
routes,route_long_name,el,Λάρνακα,20070041
routes,route_long_name,el,Καλο Χωριο - Λαρνακα,20070042
routes,route_long_name,el,Σταθμός Λάρνακας - Πυροσβεστική - Καμάρες,20080011
routes,route_long_name,el,Καμάρες - Πυροσβεστική - Σταθμός Λάρνακας,20080012
routes,route_long_name,el,Σταθμός Λάρνακας - Καμάρες -Ζώνη Ελευθέρου Εμπορίου - Σταθμός Λάρνακας,20080021
routes,route_long_name,el,Σταθμός Λάρνακας - Ζώνη Ελευθέρου Εμπορίου,20080031
