stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
1,1,Dionysios Solomos Square,SqrSolomou,35.1707064870553,33.3589205343724,1
2,3,Evagorou Ave.  - Vasileos Pavlou,Evag-Pavl,35.1677905885467,33.3570079918293,2
3,4,Ministry of Finance,MOF,35.1686262204901,33.3549471767997,3
4,5,Embassy of Greece,E. of Gr.,35.1706382690864,33.3545276428611,4
53,59,Kinyra,Kinyra,35.1737260331655,33.3531902737277,53
55,73,Museum - THOK,THOK,35.1727003004999,33.3555139703451,55
82,104,Makario Stadium Bus Station,MstdStatio,35.1484684249371,33.3141074004373,82
84,106,Lykavitou Ave.  - Nikolaou Saripolou,Lyk-Saripo,35.1431929023549,33.3107937887305,84
113,154,Archangelou Michail - Agiou Alexiou,Mich-AlexA,35.1454886437929,33.3225381212525,113
114,155,Archangelou Michail - Lake Magkli,Mich-Magli,35.1409631844903,33.3152421818919,114
115,156,Archangelou Michail - Lefkosias - Troodous HWY,Amic-Lefk,35.131157614699,33.3026146917464,115
146,189,Archangelou Michail - Alexandrou Panagouli,Amich-Apan,35.1318416814806,33.3031111555501,146
310,402,Spyrou Kyprianou Ave. - Mesaorias,Skyp-Mesa,35.1225041003762,33.3324457404298,310
321,420,Archiep. Makariou III Ave. - Amaldas,M-Amaldas,35.1679798300117,33.3600945139754,321
322,421,Archiep. Makariou III Ave. - Theofani Theodotou,M-Theodoto,35.1677813251555,33.3601375632642,322
323,422,Archiep. Makariou III Ave. - Iras,M-Iras,35.1656621977647,33.3631918662444,323
324,423,Archiep. Makariou III Ave. - Mnasiadou,M-Mnasiado,35.1661974886152,33.3620961581633,324
325,424,Archiep. Makariou III Ave. - Naxou,M-Naxou,35.1625065679554,33.366065678288,325
326,425,Archiep. Makariou III Ave. - Dimofontos,M-Dimofont,35.1627608014222,33.3654848553327,326
327,426,Archiep. Makariou III Ave. - Ioanni Kliridi,M-Ikliridi,35.1614277886193,33.3679604258298,327
328,427,Archiep. Makariou III Ave. - Karpenisiou,M-Karpenis,35.1614829573628,33.3676093064794,328
329,428,Archiep. Makariou III Ave. - Filimonos,M-Filimon,35.1608352279163,33.3700769274052,329
330,429,Archiep. Makariou III Ave. - Dimitriou Papanikoli,M-Papanik,35.1607907799319,33.3698681032299,330
331,430,Archiep. Makariou III Ave. - Ethnikis Frouras,M-EthFr,35.1601974441108,33.3722261323552,331
332,432,Technical School Nicosia III,Tech.Schol,35.1568467559872,33.3739566285601,332
333,433,Archiep. Makariou III Ave. - Ethnikis Frouras,M-Kenedi,35.1563864814598,33.3740862769427,333
334,434,Lemesou Ave. - Alpha Bank,L-Al Bank,35.1542545605751,33.3753391341205,334
335,435,Lemesou Ave. - San Sousi,L-SanSousi,35.1531199796396,33.3748288840826,335
336,436,Lemesou Ave. - Melkonian,L-Melkonia,35.1513172204667,33.3746120178924,336
337,437,Police Headquarters,Police HQ,35.1477840726805,33.3741017977825,337
338,438,Traffic Education Park,L-Edu Park,35.1474406118456,33.3743637064748,338
339,441,Lemesou Ave. - Ellispontou,L-Elispon,35.1423644970571,33.3741867753681,339
340,442,Lemesou Ave. - Kalispera,Kalispera,35.1413169604423,33.3746869478481,340
341,445,Kalamon - Kampou,Kal-Kamp,35.1271343844758,33.3683329427313,341
342,446,Kalamon - Meteoron,Kal-Meteor,35.1268639058609,33.3683207493343,342
343,447,Kalamon -Hospital Round About,Kal-HosRB,35.1243067279532,33.3730066444956,343
344,448,Kalamon - Strovolos Industrial Zone,Kal-StrvI,35.1240546553602,33.3728737926889,344
345,449,Lemesou Ave. - Volvo,Volvo,35.1268358517556,33.3745328069755,345
346,450,The Mall of Cyprus - Verginas,TMallVer,35.1296954455061,33.3741617405526,346
348,452,Nicosia General Hospital,Hospital,35.1280430857013,33.3748785823234,348
349,453,Lemesou Ave. - Athalassis,L-Athalasa,35.1201286891813,33.3769165370365,349
350,454,Lemesou Ave. - Kampou,Kampou,35.1197592623922,33.3768270383084,350
351,455,Giannou Kranidioti Ave. - South Roundabout,Kr-KomvosS,35.1165112735836,33.3774046894802,351
352,456,Giannou Kranidioti Ave. - Isaak and Solomou,Isaak SOL,35.1153939421058,33.3771471338357,352
353,457,Ave. Giannou Kranidioti - Alekou Konstantinou,GiKr-AlKo,35.1117868041991,33.3772292751737,353
354,458,Giannou Kranidioti Ave. - Steliou Mavrommati,SMavmati,35.1124096995151,33.3770016991509,354
355,459,Giannou Kranidioti Ave. - Tzitzer,Kr-Tzinzer,35.109188278987,33.3777330418977,355
356,460,Giannou Kranidioti Ave. - Filippou Papakyprianou,FpapKypr,35.1087380401032,33.3775334475191,356
357,461,Giannou Kranidioti Ave. - Agiou Georgiou,Kr-Georg,35.105199097964,33.3788777413029,357
358,462,Giannou Kranidioti Ave. - Archiepiskopou Kyprianou,ArcKypr,35.1056601689848,33.3784958288008,358
359,463,Giannou Kranidioti Ave. - Stavrou Venizelou,Kr-Venizel,35.1028528361754,33.3794484201448,359
360,464,Giannou Kranidioti Ave. - Pentadaktylou,5daktulou,35.1032051206557,33.3792525491623,360
